受不了	100	100	100	101	301
受到	100	100	100	101	301
受害人	100	103	100	100	303
受害者	100	101	100	102	303
受得了	101	100	100	100	301
受教	101	100	100	100	301
受气	101	100	100	100	301
受辱	100	101	100	100	301
变	100	100	100	101	301
变化	100	101	100	100	301
变态	101	100	100	100	301
变老	100	100	100	101	301
口	101	100	100	102	303
口中	100	100	100	101	301
古代	100	100	100	101	301
古老	100	101	100	100	301
句	102	100	100	100	302
另	100	100	100	101	301
只	101	100	100	104	305
只为	100	100	100	101	301
只会	100	100	100	101	301
只好	100	100	100	101	301
只手遮天	100	100	101	100	301
只有	101	101	100	101	303
只能	100	100	100	101	301
只要	101	102	100	100	303
叫	102	105	101	100	308
叫个	101	100	100	100	301
可	101	100	100	100	301
可以	102	107	101	104	314
可怕	100	100	106	100	306
可怜	100	100	101	102	303
可恨	100	101	100	103	304
可是	101	100	100	100	301
可爱	101	100	100	100	301
可笑	100	100	100	101	301
可能	101	100	102	101	304
可言	100	100	100	101	301
号	100	101	100	100	301
司机	101	100	100	100	301
吃	101	102	100	100	303
吃喝嫖赌	100	101	100	100	301
吃屎	100	101	100	100	301
吃药	101	100	100	100	301
各位	100	101	100	100	301
各种	100	100	100	101	301
合情合理	101	100	100	100	301
合法	100	101	100	103	304
合法化	101	100	100	100	301
合适	100	100	100	101	301
吉安	101	100	100	100	301
吊	101	100	101	100	302
同学	102	101	100	101	304
同学聚会	100	100	100	101	301
同志	101	100	100	100	301
同感	101	100	100	100	301
同时	101	100	100	100	301
同班	101	100	100	100	301
同龄人	100	100	100	101	301
名字	100	101	100	100	301
后	101	101	101	100	303
后怕	100	100	100	101	301
后悔	100	100	100	101	301
后来	101	100	100	102	303
后退	100	100	101	100	301
后面	101	100	100	100	301
吐血	100	100	101	100	301
吓	101	100	102	100	303
吓死	100	100	101	100	301
吗	103	112	102	110	327
吞下去	100	101	100	100	301
吞吐	101	100	100	100	301
吧	108	105	103	107	323
含着	101	100	100	100	301
听	101	100	100	102	303
听到	101	100	100	100	301
听听	101	100	100	100	301
听说	100	100	100	101	301
吸引	101	100	100	100	301
吸毒	102	100	100	101	303
吹牛	100	100	101	100	301
呀	100	100	101	100	301
呆	101	100	100	100	301
告	101	101	100	100	302
告诉	100	100	100	101	301
呐	100	100	101	100	301
呗	101	100	100	100	301
呢	103	104	103	106	316
周末	101	100	100	100	301
味道	100	100	100	101	301
呵	100	100	100	104	304
呵呵	100	100	100	106	306
命	100	100	100	101	301
命大	100	100	100	101	301
咋	101	100	100	100	301
和	105	103	101	106	315
和事佬	100	100	100	101	301
和谐	100	101	100	100	301
咬	100	101	100	101	302
咯	100	100	100	101	301
咱	101	100	100	100	301
咱们	100	100	100	102	302
哇	101	100	100	100	301
哈	101	100	100	100	301
哈哈	105	100	100	101	306
哈哈哈	101	100	100	100	301
哈哈哈哈	101	100	100	100	301
哎	103	100	100	101	304
哒	101	100	100	100	301
哥	101	100	100	100	301
哥们	101	100	101	101	303
哥哥	101	102	100	100	303
哦	101	100	100	100	301
哪	104	105	100	102	311
哪个	102	102	100	100	304
哪些	100	101	100	100	301
哪来	100	100	100	101	301
哪藏	100	101	100	100	301
哪里	102	101	100	100	303
唉	100	100	100	102	302
唯一	101	101	100	100	302
商品	100	100	100	101	301
啊	113	108	101	109	331
啤酒	102	100	100	100	302
啥	101	101	101	100	303
啦	102	101	100	100	303
善良	100	100	100	101	301
喊	100	102	100	100	302
喊冤	100	100	101	100	301
喜欢	100	102	100	101	303
喝	101	100	100	100	301
喷	100	101	100	105	306
喷子	100	100	100	101	301
嗎	100	100	101	100	301
嘲讽	100	100	100	101	301
嘴	101	100	100	101	302
嘴巴	100	100	100	101	301
嘴炮	100	101	100	100	301
嘿嘿	101	100	100	100	301
四个	100	101	100	100	301
四十	101	100	100	100	301
四川	100	101	100	100	301
四楼	100	100	100	101	301
四次	101	100	100	100	301
回	101	100	100	100	301
回去	101	100	100	101	302
回家	101	100	100	101	302
回忆	101	100	100	101	302
回来	102	100	100	101	303
回答	100	101	100	100	301
因	101	100	100	101	302
因为	102	101	102	103	308
团	100	100	100	101	301
团伙	100	100	101	100	301
团结一致	100	100	100	101	301
园	100	101	100	100	301
围墙	101	100	100	101	302
国人	100	101	101	101	303
国内	101	101	100	100	302
国家	101	100	100	103	304
国度	100	101	100	100	301
国格	100	102	100	100	302
图片	100	101	100	100	301
在	114	115	101	113	343
在场	100	101	100	100	301
在外	101	100	100	100	301
在精神上	100	100	100	101	301
地上	101	100	100	100	301
地域	101	100	100	100	301
地方	100	102	101	101	304
地步	100	100	100	101	301
地狱	100	101	100	100	301
地铁站	100	102	100	100	302
均价	100	100	100	102	302
坏人	100	100	100	102	302
坐	101	100	100	100	301
坐火车	100	100	100	101	301
块	102	100	100	100	302
块钱	101	100	100	101	302
坚决	101	100	100	100	301
坚持	100	100	101	101	302
垃圾	101	103	100	100	304
垮	101	100	100	100	301
埋怨	100	100	100	101	301
基本	100	100	100	101	301
基本上	101	100	100	100	301
基础	100	100	100	101	301
堪忧	100	101	100	100	301
塑料	101	100	100	100	301
填	101	100	100	100	301
墙外	100	100	100	101	301
增加	100	100	100	101	301
壮哉	100	100	101	100	301
声讨	100	100	100	101	301
声音	101	100	100	100	301
处	100	100	100	102	302
处在	100	101	100	100	301
处理	100	103	100	100	303
处长	101	100	100	100	301
夏天	100	100	100	101	301
外	100	101	100	100	301
外卖	103	100	100	100	303
外地	100	100	100	102	302
外星	100	101	100	100	301
外省	101	100	100	100	301
多	104	106	102	105	317
多一事不如少一事	100	100	100	101	301
多上	100	100	100	101	301
多久	100	100	100	101	301
多亏	100	100	100	101	301
多人	100	100	103	101	304
多位	101	100	100	100	301
多多	100	100	100	101	301
多大	100	102	100	100	302
多好	100	100	100	101	301
多姿多彩	100	100	100	101	301
多少	101	100	101	102	304
多数	100	100	100	101	301
多月	100	100	100	101	301
夜华	101	100	100	100	301
大	102	102	102	104	310
大剧	101	100	100	100	301
大叔	101	100	100	100	301
大妈	100	101	100	100	301
大学	101	100	100	102	303
大学毕业	100	100	100	101	301
大学生	100	101	100	101	302
大家	103	100	100	101	304
大富翁	101	100	100	100	301
大料	100	101	100	100	301
大概	100	100	100	101	301
大段	102	100	100	100	302
大爷	100	101	100	100	301
大神	101	100	100	101	302
大胆	101	100	100	100	301
大话西游	101	100	100	100	301
大部分	100	100	100	101	301
大钱	100	101	100	100	301
大陆	100	100	100	101	301
天下	101	100	100	100	301
天天	101	103	100	101	305
天河	101	100	100	100	301
天灾	100	100	101	100	301
天通苑	100	101	100	100	301
太	105	100	104	103	312
太乱	100	101	100	100	301
太低	100	100	100	101	301
太原	101	100	100	100	301
太多	100	101	100	100	301
太多人	100	100	100	101	301
太大	100	100	100	101	301
失去	100	100	100	101	301
失调	100	101	100	100	301
失踪	100	101	100	100	301
头	101	100	100	100	301
头条	100	103	100	100	303
头条新闻	100	101	100	100	301
头顶	100	100	100	101	301
夸大其词	100	100	100	101	301
夹	101	100	100	101	302
奇侠传	101	100	100	100	301
奇怪	100	100	101	101	302
奇葩	102	100	100	100	302
奇迹	101	100	100	100	301
奥	101	100	100	100	301
女	100	102	100	100	302
女人	100	102	101	101	304
女孩	100	100	100	101	301
女孩子	100	100	100	101	301
女演员	101	100	100	100	301
女生	102	100	100	100	302
女绝	101	100	100	100	301
奸计	100	100	100	101	301
她	104	104	102	107	317
好	110	102	102	106	320
好人	100	101	100	102	303
好像	100	101	100	100	301
好剧	101	100	100	100	301
好吃懒做	100	100	100	101	301
好多	103	100	100	100	303
好好	100	101	100	100	301
好意思	101	100	100	100	301
好看	105	100	100	100	305
好笑	100	100	100	101	301
好色	101	100	100	100	301
如何	100	102	100	101	303
如果	101	102	101	105	309
如此	100	101	100	100	301
如过	100	101	100	100	301
妈	102	108	103	100	313
妈蛋	100	100	100	101	301
妹妹	100	102	100	100	302
始终保持	100	101	100	100	301
姐姐	101	100	100	100	301
姑娘	102	100	100	101	303
姓卓	100	101	100	100	301
委屈	101	100	100	100	301
威胁	100	100	100	101	301
娃娃	100	100	100	101	301
娇贵	101	100	100	100	301
娱乐圈	100	101	100	100	301
娶	101	103	100	100	304
婆婆	100	100	100	101	301
婊子	101	103	100	101	305
媒体	100	101	100	103	304
嫖	101	101	101	100	303
嫖娼	104	101	100	100	305
学习	101	100	100	100	301
学会	101	100	100	100	301
学期	100	100	100	102	302
学期结束	100	100	100	101	301
学校	100	103	100	101	304
学生	100	100	100	102	302
学费	100	100	100	102	302
孩子	100	103	100	102	305
宁愿	101	102	100	100	303
它	100	102	100	100	302
守	100	101	100	100	301
守护	101	100	100	100	301
守规矩	100	101	100	100	301
安全	101	100	101	100	302
安全隐患	100	100	101	100	301
安徽	101	100	100	100	301
安装	100	101	100	100	301
安详	101	100	100	100	301
安顿下来	100	100	100	101	301
完	100	101	100	101	302
完全	100	100	100	101	301
完后	101	100	100	100	301
官司	100	100	100	101	301
官想	100	100	100	101	301
实名制	100	100	100	101	301
实在	101	102	100	100	303
实属	101	100	100	100	301
审核	101	100	100	100	301
客人	101	100	100	100	301
客户端	100	101	101	100	302
室友	101	100	100	100	301
害	100	100	100	101	301
害怕	100	101	101	100	302
家	101	100	100	101	302
家人	100	100	100	103	303
家家	100	100	100	101	301
家属	100	102	101	100	303
家庭成员	100	101	100	100	301
家教	100	103	100	100	303
家里	100	100	100	101	301
家长	101	100	100	103	304
容忍	100	101	100	100	301
容易	101	100	100	100	301
宽得	101	100	100	100	301
宾馆	102	100	100	100	302
宿舍	101	100	101	100	302
密封	100	100	100	101	301
密集	100	101	100	100	301
富长	100	100	100	101	301
寒冬腊月	100	100	100	101	301
寒心	100	100	100	102	302
寝室	100	100	100	101	301
对	100	103	100	102	305
对于	100	100	100	101	301
对对碰	101	100	100	100	301
寻求	100	101	100	100	301
封住	100	100	100	101	301
将军	101	100	100	100	301
尊严	100	100	100	101	301
小	103	100	100	101	304
小哥	102	100	100	100	302
小型	100	100	100	101	301
小姐	104	100	100	100	304
小小	100	100	100	101	301
小心	100	100	100	101	301
小时	102	101	100	100	303
小时候	101	101	100	100	302
小编	101	100	100	100	301
小费	101	100	100	100	301
少	102	100	100	100	302
少生点	100	101	100	100	301
少男	100	101	100	100	301
尖	101	100	100	100	301
尚未	100	100	100	101	301
就	112	114	106	125	357
就是	103	108	104	104	319
就是说	100	100	101	100	301
就算	100	100	100	101	301
就要	101	100	100	101	302
尸体	100	101	100	101	302
尺度	102	101	100	103	306
尼玛	101	101	102	100	304
尽	100	100	100	101	301
尽快	100	100	101	100	301
尾巴	100	101	100	100	301
屁事	101	104	100	100	305
屁民	100	101	100	100	301
屁股	102	100	100	100	302
居然	100	101	100	101	302
屋	100	100	100	101	301
屌	102	100	100	100	302
屌丝	100	100	100	101	301
屡屡	100	100	100	101	301
岁	102	100	100	100	302
岸边	100	100	100	101	301
巡逻	100	100	100	101	301
工人	100	100	100	101	301
工作	100	100	100	101	301
工厂	100	100	100	101	301
工资	100	100	100	102	302
左右	100	100	100	102	302
巨型	101	100	100	100	301
差	100	101	100	101	302
差点	100	101	100	100	301
差评	101	100	100	100	301
已	101	100	100	100	301
已经	100	100	101	105	306
